44_ADY016,4400515
44_ADY015,4400520
44_ADY017,4400530
44_ADY014,4400543
44_ADY014,4400547
44_ADY017,4400551
44_ADY014,4400560
44_ADY015,4400567
44_ADY014,4400600
44_ADY014,4400605
44_ADY019,4400641
44_ADY018,4400656
44_ADY015,4400671
44_ADY015,4400683
44_ADY013,4400689
44_ADY013,4400697
44_ADY014,4400703
44_ADY014,4400709
44_ADY018,4400715
44_ADY025,4400730
44_ADY013,4400783
44_ADY013,4400791
44_ADY013,4400857
44_ADY018,4400859
44_ADY016,4400915
44_ADY025,4401268
44_ADY013,4402026
44_ADY016,4402171
44_ADY016,4402284
44_ADY019,4402377
44_ADY013,4405076
44_ADY015,4400531
44_ADY016,4400556
44_ADY014,4400563
44_ADY014,4400571
44_ADY016,4400591
44_ADY012,4400649
44_ADY015,4400658
44_ADY017,4400668
44_ADY025,4400719
44_ADY015,4400727
44_ADY016,4400728
44_ADY018,4400733
44_ADY016,4400734
44_ADY016,4400746
44_ADY015,4400764
44_ADY014,4400780
44_ADY014,4400787
44_ADY013,4400800
44_ADY014,4400815
44_ADY013,4400824
44_ADY012,4400841
44_ADY025,4400861
44_ADY013,4400875
44_ADY018,4401108
44_ADY012,4401188
44_ADY013,4401275
44_ADY019,4401392
44_ADY025,4401707
44_ADY016,4401923
44_ADY016,4402352
44_ADY016,4402390
44_ADY013,4405075
44_ADY016,4400539
44_ADY014,4400544
44_ADY014,4400545
44_ADY014,4400548
44_ADY019,4400557
44_ADY015,4400565
44_ADY015,4400569
44_ADY015,4400615
44_ADY015,4400653
44_ADY014,4400701
44_ADY012,4400725
44_ADY014,4400737
44_ADY014,4400743
44_ADY019,4400745
44_ADY014,4400755
44_ADY015,4400756
44_ADY015,4400758
44_ADY016,4400762
44_ADY018,4400768
44_ADY016,4400769
44_ADY016,4400792
44_ADY016,4400802
44_ADY013,4400805
44_ADY025,4400819
44_ADY013,4400823
44_ADY012,4400843
44_ADY016,4400850
44_ADY019,4400981
44_ADY016,4401183
44_ADY016,4401356
44_ADY016,4401418
44_ADY013,4401775
44_ADY013,4401924
44_ADY016,4402354
44_ADY019,4405053
54_ADY020,5400510
54_ADY023,5400527
54_ADY020,5400534
54_ADY020,5400536
54_ADY022,5400544
54_ADY022,5400545
54_ADY021,5400551
54_ADY022,5400552
54_ADY022,5400569
54_ADY020,5400585
54_ADY022,5400625
54_ADY021,5400711
54_ADY023,5401073
54_ADY021,5401075
54_ADY023,5401076
54_ADY023,5402070
56_ADY027,5600522
56_ADY027,5600528
56_ADY027,5600551
56_ADY027,5600563
56_ADY027,5600572
56_ADY027,5600586
56_ADY027,5600596
56_ADY027,5600627
56_ADY027,5601273
56_ADY027,5605006
57_ADY011,5700502
44_ADY014,5700562
57_ADY011,5700628
57_ADY011,5701229
57_ADY010,5703516
57_ADY011,5705041
58_ADY005,5800502
58_ADY004,5800544
58_ADY004,5800566
58_ADY004,5800575
58_ADY006,5800580
58_ADY005,5800593
54_ADY022,5400505
54_ADY020,5400508
54_ADY023,5400516
54_ADY022,5400519
54_ADY020,5400528
54_ADY022,5400542
54_ADY020,5400557
54_ADY023,5400559
54_ADY022,5400573
54_ADY020,5400577
54_ADY020,5400580
54_ADY023,5400653
54_ADY023,5401057
54_ADY020,5401107
54_ADY021,5402047
54_ADY023,5402071
54_ADY023,5402128
55_ADY024,5500505
55_ADY026,5502035
56_ADY027,5600521
56_ADY027,5600533
56_ADY027,5600534
56_ADY027,5600568
56_ADY027,5600570
56_ADY027,5600584
56_ADY027,5600599
56_ADY027,5600603
56_ADY027,5601180
57_ADY011,5700509
57_ADY011,5700586
44_ADY014,5701061
57_ADY011,5701205
57_ADY011,5701211
57_ADY011,5702088
57_ADY011,5703775
58_ADY007,5800513
58_ADY001,5800528
58_ADY002,5800533
58_ADY008,5800537
58_ADY008,5800849
58_ADY003,5800543
57_ADY010,5800548
58_ADY007,5800579
58_ADY001,5800596
58_ADY002,5800598
58_ADY003,5800615
58_ADY007,5800619
58_ADY001,5800624
